id,nom,prenom,nom_complet,date_naissance,sexe,redouble,adresse,etablissement_id,etablissement_nom
"1547","Tall","Moussa","Moussa Tall","2014-06-18","M","Non","113 Boulevard Blaise Diagne, Kaolack","21","Lycée Aline Sitoe Diatta"
"1548","Mbaye","Khady","Khady Mbaye","2011-12-21","F","Non","92 Rue Corniche, Matam","85","Lycée Lat Dior"
"1549","Cisse","Amadou","Amadou Cisse","2011-04-06","M","Non","54 Rue de la République, Kolda","77","École Blaise Diagne"
"1550","Ly","Coumba","Coumba Ly","2007-05-21","F","Non","62 Avenue Corniche, Louga","28","Lycée Aline Sitoe Diatta"
"1551","Wade","Mariam","Mariam Wade","2010-02-21","F","Non","165 Avenue Corniche, Kédougou","57","École Maba Diakhou Ba"
"1552","Gueye","Amadou","Amadou Gueye","2006-05-04","M","Oui","169 Avenue Corniche, Dakar","91","Lycée Lat Dior"
"1553","Diouf","Amadou","Amadou Diouf","2007-05-19","M","Non","90 Boulevard des Almadies, Diourbel","55","Institut Aline Sitoe Diatta"
"1554","Tall","Moussa","Moussa Tall","2003-11-21","M","Non","61 Rue Léopold Sédar Senghor, Kaffrine","88","Institut Léopold Sédar Senghor"
"1555","Faye","Coumba","Coumba Faye","2015-10-05","F","Non","31 Avenue de la République, Kaffrine","88","Institut Léopold Sédar Senghor"
"1556","Ba","Ousmane","Ousmane Ba","2011-05-19","M","Non","122 Boulevard des Almadies, Kaolack","11","Lycée El Hadji Omar Tall"
"1557","Ndiaye","Binta","Binta Ndiaye","2016-09-27","F","Non","39 Rue de l'Indépendance, Thiès","79","Collège Lat Dior"
"1558","Ba","Fatou","Fatou Ba","2013-09-19","F","Oui","91 Rue de l'Indépendance, Fatick","49","Institut Maba Diakhou Ba"
"1559","Fall","Amadou","Amadou Fall","2016-06-07","M","Non","66 Boulevard Blaise Diagne, Diourbel","55","Institut Aline Sitoe Diatta"
"1560","Seck","Cheikh","Cheikh Seck","2004-12-18","M","Oui","133 Avenue de la République, Thiès","23","École Cheikh Anta Diop"
"1561","Diop","Khady","Khady Diop","2004-02-09","F","Oui","197 Avenue Léopold Sédar Senghor, Kédougou","40","École Mariama Ba"
"1562","Ndour","Khady","Khady Ndour","2006-07-02","F","Non","124 Boulevard Blaise Diagne, Dakar","82","Lycée Lat Dior"
"1563","Wade","Mariam","Mariam Wade","2009-04-23","F","Non","13 Rue des Almadies, Fatick","30","Lycée El Hadji Omar Tall"
"1564","Ly","Assane","Assane Ly","2009-08-15","M","Non","173 Rue de l'Indépendance, Kaolack","7","Institut Mariama Ba"
"1565","Kane","Baba","Baba Kane","2004-11-20","M","Non","159 Rue de la République, Kédougou","53","École Cheikh Anta Diop"
"1566","Fall","Babacar","Babacar Fall","2009-09-19","M","Non","102 Rue de la République, Kaffrine","88","Institut Léopold Sédar Senghor"
"1567","Kane","Babacar","Babacar Kane","2008-08-21","M","Non","97 Rue Corniche, Kédougou","40","École Mariama Ba"
"1568","Diallo","Rama","Rama Diallo","2016-06-06","F","Non","98 Avenue de l'Indépendance, Diourbel","44","Institut Léopold Sédar Senghor"
"1569","Ly","Demba","Demba Ly","2015-08-13","M","Non","91 Rue de la République, Kaolack","7","Institut Mariama Ba"
"1570","Diallo","Pape","Pape Diallo","2010-03-21","M","Oui","7 Boulevard Blaise Diagne, Kaffrine","24","Lycée Cheikh Anta Diop"
"1571","Wade","Rokhaya","Rokhaya Wade","2016-12-04","F","Non","127 Rue de l'Indépendance, Kédougou","53","École Cheikh Anta Diop"
"1572","Ba","Maimouna","Maimouna Ba","2007-03-15","F","Non","128 Avenue de l'Indépendance, Kaffrine","60","École Aline Sitoe Diatta"
"1573","Diallo","Ibrahima","Ibrahima Diallo","2009-05-01","M","Non","134 Avenue des Almadies, Thiès","46","Collège El Hadji Omar Tall"
"1574","Wade","Rokhaya","Rokhaya Wade","2008-10-23","F","Non","177 Boulevard Corniche, Kolda","77","École Blaise Diagne"
"1575","Sarr","Demba","Demba Sarr","2003-01-02","M","Non","93 Rue Blaise Diagne, Kolda","12","École Léopold Sédar Senghor"
"1576","Ba","Samba","Samba Ba","2005-01-18","M","Non","129 Boulevard de la République, Diourbel","73","Lycée Aline Sitoe Diatta"
"1577","Seck","Mamadou","Mamadou Seck","2011-11-25","M","Non","72 Boulevard de l'Indépendance, Dakar","97","Institut Mariama Ba"
"1578","Sarr","Cheikh","Cheikh Sarr","2014-07-12","M","Non","108 Boulevard Blaise Diagne, Fatick","61","Lycée Léopold Sédar Senghor"
"1579","Diouf","Pape","Pape Diouf","2012-04-09","M","Oui","174 Boulevard Léopold Sédar Senghor, Thiès","64","École Léopold Sédar Senghor"
"1580","Cisse","Maimouna","Maimouna Cisse","2005-08-23","F","Non","77 Boulevard Blaise Diagne, Dakar","91","Lycée Lat Dior"
"1581","Cisse","Dieynaba","Dieynaba Cisse","2017-12-20","F","Non","22 Avenue Corniche, Ziguinchor","70","Collège Lat Dior"
"1582","Tall","Yacine","Yacine Tall","2015-04-28","F","Non","186 Rue Corniche, Dakar","82","Lycée Lat Dior"
"1583","Thiam","Demba","Demba Thiam","2015-07-23","M","Non","186 Rue de la République, Kédougou","93","Institut Blaise Diagne"
"1584","Seck","Alioune","Alioune Seck","2005-07-24","M","Oui","136 Boulevard des Almadies, Matam","96","École Aline Sitoe Diatta"
"1585","Wade","Moussa","Moussa Wade","2014-03-11","M","Non","181 Boulevard Léopold Sédar Senghor, Thiès","54","Lycée Léopold Sédar Senghor"
"1586","Ba","Seynabou","Seynabou Ba","2010-07-09","F","Non","167 Boulevard de l'Indépendance, Sédhiou","59","École Cheikh Anta Diop"
"1587","Mbaye","Mariam","Mariam Mbaye","2011-08-02","F","Non","147 Avenue Léopold Sédar Senghor, Kaolack","43","Lycée El Hadji Omar Tall"
"1588","Ndiaye","Mamadou","Mamadou Ndiaye","2004-04-28","M","Oui","137 Boulevard des Almadies, Dakar","97","Institut Mariama Ba"
"1589","Wade","Alioune","Alioune Wade","2011-04-01","M","Non","92 Avenue Blaise Diagne, Tambacounda","32","Lycée Aline Sitoe Diatta"
"1590","Sow","Seynabou","Seynabou Sow","2011-02-12","F","Non","180 Rue Corniche, Louga","50","Collège Mariama Ba"
"1591","Seck","Mariam","Mariam Seck","2017-08-28","F","Non","6 Avenue de la République, Tambacounda","32","Lycée Aline Sitoe Diatta"
"1592","Mbaye","Astou","Astou Mbaye","2016-10-11","F","Non","18 Boulevard de l'Indépendance, Saint-Louis","63","Lycée Aline Sitoe Diatta"
"1593","Gueye","Mariam","Mariam Gueye","2012-05-08","F","Non","16 Boulevard de l'Indépendance, Kolda","12","École Léopold Sédar Senghor"
"1594","Seck","Ibrahima","Ibrahima Seck","2010-07-02","M","Non","72 Boulevard Léopold Sédar Senghor, Fatick","49","Institut Maba Diakhou Ba"
"1595","Gueye","Moussa","Moussa Gueye","2017-12-21","M","Oui","98 Avenue de la République, Ziguinchor","65","Institut Maba Diakhou Ba"
"1596","Faye","Maimouna","Maimouna Faye","2014-04-26","F","Non","163 Boulevard des Almadies, Saint-Louis","66","Collège Mariama Ba"
"1597","Diouf","Ousmane","Ousmane Diouf","2013-05-27","M","Non","21 Avenue Corniche, Kaolack","94","École Mariama Ba"
"1598","Ndour","Binta","Binta Ndour","2015-12-21","F","Non","65 Rue Corniche, Kédougou","4","École Aline Sitoe Diatta"
"1599","Sow","Awa","Awa Sow","2010-07-27","F","Non","124 Boulevard de l'Indépendance, Sédhiou","26","Lycée Blaise Diagne"
"1600","Ly","Ndeye","Ndeye Ly","2008-12-04","F","Non","75 Avenue Léopold Sédar Senghor, Dakar","91","Lycée Lat Dior"
"1601","Tall","Moussa","Moussa Tall","2012-03-24","M","Non","134 Avenue de la République, Fatick","61","Lycée Léopold Sédar Senghor"
"1602","Faye","Abdou","Abdou Faye","2013-12-23","M","Non","81 Boulevard de la République, Ziguinchor","70","Collège Lat Dior"
"1603","Seck","Coumba","Coumba Seck","2008-12-25","F","Non","144 Rue de la République, Thiès","64","École Léopold Sédar Senghor"
"1604","Seck","Dieynaba","Dieynaba Seck","2010-12-07","F","Oui","186 Avenue des Almadies, Kaffrine","24","Lycée Cheikh Anta Diop"
"1605","Diouf","Khady","Khady Diouf","2012-12-09","F","Non","188 Avenue Blaise Diagne, Louga","92","Institut Lat Dior"
"1606","Ndiaye","Alioune","Alioune Ndiaye","2003-03-01","M","Non","112 Boulevard des Almadies, Fatick","42","Lycée Lat Dior"
"1607","Diagne","Amadou","Amadou Diagne","2009-08-16","M","Non","88 Rue de la République, Kolda","77","École Blaise Diagne"
"1608","Ndour","Aminata","Aminata Ndour","2015-10-06","F","Non","18 Boulevard de l'Indépendance, Kaolack","11","Lycée El Hadji Omar Tall"
"1609","Diallo","Ndeye","Ndeye Diallo","2010-07-17","F","Non","71 Boulevard Corniche, Tambacounda","72","École Aline Sitoe Diatta"
"1610","Tall","Mamadou","Mamadou Tall","2013-06-08","M","Non","139 Avenue de la République, Kédougou","53","École Cheikh Anta Diop"
"1611","Sarr","Yacine","Yacine Sarr","2008-03-24","F","Oui","10 Boulevard de la République, Kédougou","52","École Cheikh Anta Diop"
"1612","Faye","Seynabou","Seynabou Faye","2005-11-24","F","Non","137 Avenue Blaise Diagne, Kédougou","53","École Cheikh Anta Diop"
"1613","Wade","Assane","Assane Wade","2012-08-25","M","Non","200 Boulevard Blaise Diagne, Kaolack","94","École Mariama Ba"
"1614","Wade","Ndeye","Ndeye Wade","2012-01-01","F","Non","74 Avenue de l'Indépendance, Matam","95","Institut Lat Dior"
"1615","Diop","Assane","Assane Diop","2017-07-21","M","Non","144 Boulevard Blaise Diagne, Kaffrine","67","Collège Blaise Diagne"
"1616","Ndour","Dieynaba","Dieynaba Ndour","2014-06-04","F","Non","164 Rue Corniche, Kolda","12","École Léopold Sédar Senghor"
"1617","Wade","Astou","Astou Wade","2007-01-13","F","Non","158 Avenue Corniche, Kaolack","43","Lycée El Hadji Omar Tall"
"1618","Seck","Abdou","Abdou Seck","2012-12-12","M","Non","169 Boulevard Léopold Sédar Senghor, Kaffrine","24","Lycée Cheikh Anta Diop"
"1619","Ba","Binta","Binta Ba","2004-10-25","F","Non","90 Avenue des Almadies, Matam","95","Institut Lat Dior"
"1620","Mbaye","Aminata","Aminata Mbaye","2008-10-03","F","Non","67 Rue Léopold Sédar Senghor, Kédougou","4","École Aline Sitoe Diatta"
"1621","Sow","Assane","Assane Sow","2011-02-23","M","Non","180 Avenue Blaise Diagne, Kaffrine","34","Collège Léopold Sédar Senghor"
"1622","Ly","Mamadou","Mamadou Ly","2014-05-14","M","Non","133 Avenue de la République, Sédhiou","33","Collège Maba Diakhou Ba"
"1623","Tall","Modou","Modou Tall","2011-12-03","M","Non","28 Avenue Corniche, Kaolack","45","Collège Cheikh Anta Diop"
"1624","Thiam","Moussa","Moussa Thiam","2009-12-14","M","Non","174 Rue Léopold Sédar Senghor, Kaolack","21","Lycée Aline Sitoe Diatta"
"1625","Tall","Astou","Astou Tall","2006-04-20","F","Non","9 Boulevard Léopold Sédar Senghor, Thiès","36","École Cheikh Anta Diop"
"1626","Sow","Mariam","Mariam Sow","2011-08-14","F","Non","120 Avenue Corniche, Diourbel","8","École El Hadji Omar Tall"
"1627","Thiam","Mariam","Mariam Thiam","2013-03-16","F","Non","128 Avenue des Almadies, Louga","81","École Léopold Sédar Senghor"
"1628","Thiam","Seynabou","Seynabou Thiam","2007-06-13","F","Non","97 Rue Corniche, Dakar","82","Lycée Lat Dior"
"1629","Kane","Samba","Samba Kane","2008-12-01","M","Non","55 Avenue Léopold Sédar Senghor, Kaolack","86","Institut Cheikh Anta Diop"
"1630","Ndiaye","Binta","Binta Ndiaye","2008-06-26","F","Non","91 Boulevard Corniche, Matam","96","École Aline Sitoe Diatta"
"1631","Diouf","Modou","Modou Diouf","2007-09-15","M","Non","88 Boulevard Léopold Sédar Senghor, Louga","81","École Léopold Sédar Senghor"
"1632","Tall","Khady","Khady Tall","2008-05-14","F","Non","58 Boulevard Corniche, Diourbel","89","Lycée Blaise Diagne"
"1633","Cisse","Fatou","Fatou Cisse","2007-10-10","F","Non","179 Avenue Corniche, Ziguinchor","70","Collège Lat Dior"
"1634","Sow","Khady","Khady Sow","2006-09-16","F","Non","108 Avenue des Almadies, Kédougou","4","École Aline Sitoe Diatta"
"1635","Wade","Ibrahima","Ibrahima Wade","2005-03-10","M","Non","159 Boulevard Blaise Diagne, Diourbel","38","Institut Cheikh Anta Diop"
"1636","Ndour","Moussa","Moussa Ndour","2008-09-18","M","Non","167 Rue des Almadies, Kaolack","41","Collège Maba Diakhou Ba"
"1637","Sarr","Rama","Rama Sarr","2012-03-24","F","Non","185 Avenue Corniche, Matam","85","Lycée Lat Dior"
"1638","Diagne","Seynabou","Seynabou Diagne","2003-04-05","F","Non","96 Avenue de la République, Tambacounda","14","École Blaise Diagne"
"1639","Ly","Binta","Binta Ly","2011-08-26","F","Non","123 Avenue des Almadies, Fatick","62","École Maba Diakhou Ba"
"1640","Diallo","Abdou","Abdou Diallo","2017-10-27","M","Oui","127 Boulevard de l'Indépendance, Thiès","35","École Léopold Sédar Senghor"
"1641","Ndiaye","Rokhaya","Rokhaya Ndiaye","2007-12-28","F","Non","163 Rue Blaise Diagne, Saint-Louis","27","Collège Blaise Diagne"
"1642","Thiam","Cheikh","Cheikh Thiam","2003-12-01","M","Oui","108 Rue de la République, Kaolack","78","École Blaise Diagne"
"1643","Mbaye","Abdou","Abdou Mbaye","2014-09-27","M","Non","175 Boulevard Léopold Sédar Senghor, Dakar","91","Lycée Lat Dior"
"1644","Fall","Moussa","Moussa Fall","2005-12-25","M","Non","96 Rue Corniche, Louga","92","Institut Lat Dior"
"1645","Ba","Assane","Assane Ba","2014-10-01","M","Non","37 Boulevard de l'Indépendance, Kolda","12","École Léopold Sédar Senghor"
"1646","Ndour","Binta","Binta Ndour","2006-09-02","F","Non","8 Rue Léopold Sédar Senghor, Thiès","79","Collège Lat Dior"
"1647","Gueye","Pape","Pape Gueye","2006-03-24","M","Non","93 Avenue Corniche, Kédougou","40","École Mariama Ba"
"1648","Mbaye","Seynabou","Seynabou Mbaye","2012-02-12","F","Non","82 Rue Corniche, Kaolack","21","Lycée Aline Sitoe Diatta"
"1649","Ba","Khady","Khady Ba","2010-02-14","F","Non","28 Boulevard de la République, Kaffrine","34","Collège Léopold Sédar Senghor"
"1650","Sarr","Astou","Astou Sarr","2012-05-25","F","Non","195 Boulevard Corniche, Kaffrine","67","Collège Blaise Diagne"
"1651","Ba","Moussa","Moussa Ba","2009-11-23","M","Non","27 Boulevard de l'Indépendance, Kédougou","57","École Maba Diakhou Ba"
"1652","Fall","Samba","Samba Fall","2008-06-14","M","Non","120 Rue des Almadies, Louga","50","Collège Mariama Ba"
"1653","Seck","Moussa","Moussa Seck","2007-09-10","M","Non","77 Boulevard de la République, Fatick","20","Collège Mariama Ba"
"1654","Ba","Modou","Modou Ba","2005-03-15","M","Oui","89 Avenue de l'Indépendance, Kaolack","75","École El Hadji Omar Tall"
"1655","Sarr","Maimouna","Maimouna Sarr","2017-09-07","F","Non","63 Avenue Blaise Diagne, Thiès","64","École Léopold Sédar Senghor"
"1656","Kane","Awa","Awa Kane","2010-07-09","F","Oui","106 Avenue Corniche, Sédhiou","1","Collège Cheikh Anta Diop"
"1657","Ly","Baba","Baba Ly","2003-08-03","M","Non","192 Avenue Corniche, Matam","85","Lycée Lat Dior"
"1658","Ndiaye","Babacar","Babacar Ndiaye","2011-04-20","M","Non","58 Boulevard Léopold Sédar Senghor, Diourbel","55","Institut Aline Sitoe Diatta"
"1659","Diagne","Demba","Demba Diagne","2004-04-16","M","Non","118 Avenue de la République, Saint-Louis","76","Lycée Blaise Diagne"
"1660","Ndiaye","Yacine","Yacine Ndiaye","2004-03-24","F","Non","52 Rue de l'Indépendance, Kédougou","57","École Maba Diakhou Ba"
"1661","Cisse","Cheikh","Cheikh Cisse","2004-01-28","M","Oui","173 Rue de l'Indépendance, Thiès","23","École Cheikh Anta Diop"
"1662","Sarr","Astou","Astou Sarr","2008-01-22","F","Non","63 Rue Léopold Sédar Senghor, Dakar","91","Lycée Lat Dior"
"1663","Gueye","Baba","Baba Gueye","2004-10-11","M","Non","152 Avenue de l'Indépendance, Saint-Louis","76","Lycée Blaise Diagne"
"1664","Gueye","Samba","Samba Gueye","2010-12-13","M","Non","32 Rue de l'Indépendance, Thiès","35","École Léopold Sédar Senghor"
"1665","Ly","Mariam","Mariam Ly","2016-10-27","F","Non","114 Boulevard de l'Indépendance, Sédhiou","33","Collège Maba Diakhou Ba"
"1666","Diouf","Babacar","Babacar Diouf","2010-03-12","M","Non","50 Avenue Corniche, Kaffrine","88","Institut Léopold Sédar Senghor"
"1667","Diagne","Binta","Binta Diagne","2009-03-23","F","Non","12 Avenue de la République, Sédhiou","33","Collège Maba Diakhou Ba"
"1668","Diouf","Amadou","Amadou Diouf","2005-10-06","M","Non","82 Rue Blaise Diagne, Kédougou","74","Lycée Blaise Diagne"
"1669","Faye","Cheikh","Cheikh Faye","2006-01-23","M","Non","107 Rue Corniche, Sédhiou","33","Collège Maba Diakhou Ba"
"1670","Fall","Coumba","Coumba Fall","2008-12-02","F","Non","69 Boulevard de l'Indépendance, Diourbel","73","Lycée Aline Sitoe Diatta"
"1671","Gueye","Mamadou","Mamadou Gueye","2004-02-07","M","Oui","123 Avenue de l'Indépendance, Kédougou","4","École Aline Sitoe Diatta"
"1672","Kane","Baba","Baba Kane","2011-02-22","M","Non","196 Boulevard Blaise Diagne, Diourbel","8","École El Hadji Omar Tall"
"1673","Seck","Dieynaba","Dieynaba Seck","2016-08-21","F","Oui","48 Boulevard de la République, Louga","92","Institut Lat Dior"
"1674","Thiam","Astou","Astou Thiam","2007-04-19","F","Non","172 Avenue de l'Indépendance, Kolda","12","École Léopold Sédar Senghor"
"1675","Diouf","Maimouna","Maimouna Diouf","2017-07-10","F","Non","77 Avenue Corniche, Kaffrine","67","Collège Blaise Diagne"
"1676","Ndiaye","Ndeye","Ndeye Ndiaye","2008-05-21","F","Non","29 Rue Blaise Diagne, Fatick","62","École Maba Diakhou Ba"
"1677","Gueye","Alioune","Alioune Gueye","2009-07-16","M","Oui","71 Avenue de la République, Thiès","23","École Cheikh Anta Diop"
"1678","Kane","Babacar","Babacar Kane","2014-09-27","M","Non","172 Rue Léopold Sédar Senghor, Kolda","29","École Maba Diakhou Ba"
"1679","Kane","Pape","Pape Kane","2003-06-22","M","Non","105 Avenue de l'Indépendance, Fatick","22","École El Hadji Omar Tall"
"1680","Sarr","Modou","Modou Sarr","2012-11-26","M","Oui","141 Rue des Almadies, Saint-Louis","76","Lycée Blaise Diagne"
"1681","Diallo","Ndeye","Ndeye Diallo","2011-07-08","F","Non","103 Boulevard de l'Indépendance, Louga","28","Lycée Aline Sitoe Diatta"
"1682","Diouf","Amadou","Amadou Diouf","2008-10-17","M","Non","54 Avenue de la République, Dakar","97","Institut Mariama Ba"
"1683","Wade","Rokhaya","Rokhaya Wade","2015-03-22","F","Oui","104 Rue de l'Indépendance, Kaolack","21","Lycée Aline Sitoe Diatta"
"1684","Sarr","Coumba","Coumba Sarr","2014-12-06","F","Non","177 Boulevard de la République, Diourbel","38","Institut Cheikh Anta Diop"
"1685","Tall","Baba","Baba Tall","2003-12-05","M","Non","75 Boulevard Blaise Diagne, Sédhiou","47","Institut Aline Sitoe Diatta"
"1686","Diagne","Fatou","Fatou Diagne","2008-08-21","F","Non","2 Rue Léopold Sédar Senghor, Kédougou","4","École Aline Sitoe Diatta"
"1687","Sow","Alioune","Alioune Sow","2008-04-14","M","Oui","37 Avenue des Almadies, Kolda","29","École Maba Diakhou Ba"
"1688","Faye","Fatou","Fatou Faye","2013-10-19","F","Non","25 Boulevard de la République, Diourbel","17","École Léopold Sédar Senghor"
"1689","Ndiaye","Cheikh","Cheikh Ndiaye","2006-07-25","M","Non","40 Avenue Corniche, Dakar","69","Collège Léopold Sédar Senghor"
"1690","Seck","Ousmane","Ousmane Seck","2010-03-26","M","Non","197 Boulevard des Almadies, Kolda","77","École Blaise Diagne"
"1691","Cisse","Alioune","Alioune Cisse","2003-02-27","M","Non","162 Rue Corniche, Kolda","12","École Léopold Sédar Senghor"
"1692","Faye","Rama","Rama Faye","2014-03-18","F","Oui","99 Rue Corniche, Saint-Louis","66","Collège Mariama Ba"
"1693","Gueye","Pape","Pape Gueye","2006-04-08","M","Non","95 Boulevard Léopold Sédar Senghor, Fatick","62","École Maba Diakhou Ba"
"1694","Sow","Mariam","Mariam Sow","2009-11-10","F","Non","137 Rue Léopold Sédar Senghor, Kédougou","74","Lycée Blaise Diagne"
"1695","Seck","Alioune","Alioune Seck","2017-04-14","M","Non","184 Rue de l'Indépendance, Ziguinchor","80","Lycée Blaise Diagne"
"1696","Ba","Amadou","Amadou Ba","2005-01-03","M","Non","143 Boulevard Léopold Sédar Senghor, Diourbel","38","Institut Cheikh Anta Diop"
"1697","Diop","Mariam","Mariam Diop","2005-07-26","F","Non","8 Avenue de la République, Kaolack","78","École Blaise Diagne"
