id,nom,prenom,nom_complet,domaine,email,sexe,etablissement_id,etablissement_nom
"572","Cisse","Aminata","Aminata Cisse","Informatique","aminata.cisse@collègelatdior.sn","F","90","Collège Lat Dior"
"573","Diouf","Ibrahima","Ibrahima Diouf","Sciences Physiques","ibrahima.diouf@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"574","Thiam","Samba","Samba Thiam","Français","samba.thiam@lycéealinesitoediatta.sn","M","21","Lycée Aline Sitoe Diatta"
"575","Ly","Assane","Assane Ly","Sciences Physiques","assane.ly@écoleléopoldsédarsenghor.sn","M","12","École Léopold Sédar Senghor"
"576","Thiam","Ousmane","Ousmane Thiam","Histoire-Géographie","ousmane.thiam@écolemabadiakhouba.sn","M","56","École Maba Diakhou Ba"
"577","Kane","Coumba","Coumba Kane","Anglais","coumba.kane@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"578","Diagne","Moussa","Moussa Diagne","Arts","moussa.diagne@institutmariamaba.sn","M","31","Institut Mariama Ba"
"579","Sarr","Ibrahima","Ibrahima Sarr","Sciences Physiques","ibrahima.sarr@institutmariamaba.sn","M","31","Institut Mariama Ba"
"580","Wade","Modou","Modou Wade","Éducation Physique","modou.wade@écolecheikhantadiop.sn","M","53","École Cheikh Anta Diop"
"581","Wade","Ibrahima","Ibrahima Wade","Anglais","ibrahima.wade@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"582","Tall","Babacar","Babacar Tall","Éducation Physique","babacar.tall@lycéealinesitoediatta.sn","M","63","Lycée Aline Sitoe Diatta"
"583","Thiam","Fatou","Fatou Thiam","Histoire-Géographie","fatou.thiam@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"584","Ly","Ousmane","Ousmane Ly","Histoire-Géographie","ousmane.ly@lycéeléopoldsédarsenghor.sn","M","61","Lycée Léopold Sédar Senghor"
"585","Ba","Binta","Binta Ba","Arts","binta.ba@lycéelatdior.sn","F","82","Lycée Lat Dior"
"586","Mbaye","Rokhaya","Rokhaya Mbaye","Sciences Naturelles","rokhaya.mbaye@écolemariamaba.sn","F","40","École Mariama Ba"
"587","Ndiaye","Modou","Modou Ndiaye","Mathématiques","modou.ndiaye@institutléopoldsédarsenghor.sn","M","44","Institut Léopold Sédar Senghor"
"588","Ly","Pape","Pape Ly","Français","pape.ly@écoleblaisediagne.sn","M","78","École Blaise Diagne"
"589","Diouf","Yacine","Yacine Diouf","Anglais","yacine.diouf@institutelhadjiomartall.sn","F","68","Institut El Hadji Omar Tall"
"590","Sarr","Ndeye","Ndeye Sarr","Mathématiques","ndeye.sarr@institutcheikhantadiop.sn","F","86","Institut Cheikh Anta Diop"
"591","Fall","Ousmane","Ousmane Fall","Sciences Physiques","ousmane.fall@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"592","Sow","Babacar","Babacar Sow","Éducation Physique","babacar.sow@lycéeelhadjiomartall.sn","M","43","Lycée El Hadji Omar Tall"
"593","Seck","Khady","Khady Seck","Anglais","khady.seck@lycéeelhadjiomartall.sn","F","43","Lycée El Hadji Omar Tall"
"594","Diop","Dieynaba","Dieynaba Diop","Informatique","dieynaba.diop@collègeléopoldsédarsenghor.sn","F","34","Collège Léopold Sédar Senghor"
"595","Diallo","Samba","Samba Diallo","Informatique","samba.diallo@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"596","Ndour","Mariam","Mariam Ndour","Anglais","mariam.ndour@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"597","Gueye","Astou","Astou Gueye","Histoire-Géographie","astou.gueye@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"598","Sarr","Assane","Assane Sarr","Français","assane.sarr@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"599","Ly","Mamadou","Mamadou Ly","Français","mamadou.ly@institutmariamaba.sn","M","97","Institut Mariama Ba"
"600","Kane","Rokhaya","Rokhaya Kane","Sciences Physiques","rokhaya.kane@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"601","Gueye","Rokhaya","Rokhaya Gueye","Informatique","rokhaya.gueye@écoleléopoldsédarsenghor.sn","F","81","École Léopold Sédar Senghor"
"602","Thiam","Modou","Modou Thiam","Mathématiques","modou.thiam@lycéealinesitoediatta.sn","M","28","Lycée Aline Sitoe Diatta"
"603","Seck","Awa","Awa Seck","Anglais","awa.seck@lycéelatdior.sn","F","82","Lycée Lat Dior"
"604","Ba","Seynabou","Seynabou Ba","Arabe","seynabou.ba@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"605","Diop","Samba","Samba Diop","Mathématiques","samba.diop@lycéelatdior.sn","M","85","Lycée Lat Dior"
"606","Mbaye","Seynabou","Seynabou Mbaye","Éducation Physique","seynabou.mbaye@collègemabadiakhouba.sn","F","41","Collège Maba Diakhou Ba"
"607","Diallo","Dieynaba","Dieynaba Diallo","Anglais","dieynaba.diallo@écolealinesitoediatta.sn","F","60","École Aline Sitoe Diatta"
"608","Thiam","Yacine","Yacine Thiam","Informatique","yacine.thiam@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"609","Mbaye","Astou","Astou Mbaye","Informatique","astou.mbaye@institutmariamaba.sn","F","7","Institut Mariama Ba"
"610","Sow","Baba","Baba Sow","Sciences Physiques","baba.sow@collègemariamaba.sn","M","50","Collège Mariama Ba"
"611","Faye","Pape","Pape Faye","Anglais","pape.faye@lycéeelhadjiomartall.sn","M","11","Lycée El Hadji Omar Tall"
"612","Ly","Ndeye","Ndeye Ly","Anglais","ndeye.ly@institutlatdior.sn","F","95","Institut Lat Dior"
"613","Sow","Baba","Baba Sow","Arts","baba.sow@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"614","Cisse","Samba","Samba Cisse","Français","samba.cisse@lycéelatdior.sn","M","82","Lycée Lat Dior"
"615","Diop","Demba","Demba Diop","Informatique","demba.diop@écolemabadiakhouba.sn","M","56","École Maba Diakhou Ba"
"616","Ndour","Samba","Samba Ndour","Arts","samba.ndour@collègemariamaba.sn","M","66","Collège Mariama Ba"
"617","Thiam","Ibrahima","Ibrahima Thiam","Arabe","ibrahima.thiam@collègecheikhantadiop.sn","M","1","Collège Cheikh Anta Diop"
"618","Ndiaye","Yacine","Yacine Ndiaye","Informatique","yacine.ndiaye@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"619","Mbaye","Rama","Rama Mbaye","Éducation Physique","rama.mbaye@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"620","Ly","Rama","Rama Ly","Arts","rama.ly@lycéelatdior.sn","F","42","Lycée Lat Dior"
"621","Sarr","Abdou","Abdou Sarr","Informatique","abdou.sarr@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"622","Gueye","Cheikh","Cheikh Gueye","Histoire-Géographie","cheikh.gueye@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"623","Sow","Aminata","Aminata Sow","Arabe","aminata.sow@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"624","Faye","Ousmane","Ousmane Faye","Sciences Naturelles","ousmane.faye@lycéecheikhantadiop.sn","M","6","Lycée Cheikh Anta Diop"
"625","Wade","Amadou","Amadou Wade","Sciences Physiques","amadou.wade@collègemabadiakhouba.sn","M","84","Collège Maba Diakhou Ba"
"626","Gueye","Samba","Samba Gueye","Informatique","samba.gueye@lycéeelhadjiomartall.sn","M","11","Lycée El Hadji Omar Tall"
"627","Cisse","Ibrahima","Ibrahima Cisse","Français","ibrahima.cisse@lycéecheikhantadiop.sn","M","48","Lycée Cheikh Anta Diop"
"628","Gueye","Assane","Assane Gueye","Éducation Physique","assane.gueye@écolemabadiakhouba.sn","M","56","École Maba Diakhou Ba"
"629","Sarr","Dieynaba","Dieynaba Sarr","Éducation Physique","dieynaba.sarr@collègelatdior.sn","F","79","Collège Lat Dior"
"630","Cisse","Maimouna","Maimouna Cisse","Sciences Naturelles","maimouna.cisse@lycéeléopoldsédarsenghor.sn","F","61","Lycée Léopold Sédar Senghor"
"631","Diouf","Alioune","Alioune Diouf","Français","alioune.diouf@écolealinesitoediatta.sn","M","72","École Aline Sitoe Diatta"
"632","Sarr","Demba","Demba Sarr","Arabe","demba.sarr@écoleelhadjiomartall.sn","M","8","École El Hadji Omar Tall"
"633","Ndiaye","Babacar","Babacar Ndiaye","Informatique","babacar.ndiaye@lycéeblaisediagne.sn","M","74","Lycée Blaise Diagne"
"634","Diagne","Alioune","Alioune Diagne","Éducation Physique","alioune.diagne@collègecheikhantadiop.sn","M","45","Collège Cheikh Anta Diop"
"635","Ba","Coumba","Coumba Ba","Informatique","coumba.ba@écolemabadiakhouba.sn","F","56","École Maba Diakhou Ba"
"636","Gueye","Seynabou","Seynabou Gueye","Français","seynabou.gueye@lycéecheikhantadiop.sn","F","83","Lycée Cheikh Anta Diop"
"637","Cisse","Baba","Baba Cisse","Sciences Naturelles","baba.cisse@collègeblaisediagne.sn","M","5","Collège Blaise Diagne"
"638","Diouf","Samba","Samba Diouf","Histoire-Géographie","samba.diouf@écolemariamaba.sn","M","40","École Mariama Ba"
"639","Diop","Modou","Modou Diop","Sciences Naturelles","modou.diop@lycéeelhadjiomartall.sn","M","58","Lycée El Hadji Omar Tall"
"640","Mbaye","Moussa","Moussa Mbaye","Mathématiques","moussa.mbaye@lycéeléopoldsédarsenghor.sn","M","54","Lycée Léopold Sédar Senghor"
"641","Wade","Babacar","Babacar Wade","Histoire-Géographie","babacar.wade@institutalinesitoediatta.sn","M","47","Institut Aline Sitoe Diatta"
"642","Kane","Fatou","Fatou Kane","Informatique","fatou.kane@écolemariamaba.sn","F","94","École Mariama Ba"
"643","Fall","Alioune","Alioune Fall","Sciences Naturelles","alioune.fall@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"644","Seck","Abdou","Abdou Seck","Histoire-Géographie","abdou.seck@lycéeelhadjiomartall.sn","M","58","Lycée El Hadji Omar Tall"
"645","Sarr","Mariam","Mariam Sarr","Anglais","mariam.sarr@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"646","Mbaye","Samba","Samba Mbaye","Histoire-Géographie","samba.mbaye@écoleléopoldsédarsenghor.sn","M","10","École Léopold Sédar Senghor"
"647","Ba","Baba","Baba Ba","Sciences Physiques","baba.ba@écolemariamaba.sn","M","94","École Mariama Ba"
"648","Seck","Demba","Demba Seck","Éducation Physique","demba.seck@collègelatdior.sn","M","70","Collège Lat Dior"
"649","Diagne","Dieynaba","Dieynaba Diagne","Anglais","dieynaba.diagne@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
"650","Wade","Babacar","Babacar Wade","Mathématiques","babacar.wade@lycéecheikhantadiop.sn","M","48","Lycée Cheikh Anta Diop"
"651","Kane","Amadou","Amadou Kane","Anglais","amadou.kane@institutmariamaba.sn","M","97","Institut Mariama Ba"
"652","Ndour","Astou","Astou Ndour","Histoire-Géographie","astou.ndour@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"653","Gueye","Maimouna","Maimouna Gueye","Arts","maimouna.gueye@lycéeelhadjiomartall.sn","F","58","Lycée El Hadji Omar Tall"
"654","Cisse","Coumba","Coumba Cisse","Arabe","coumba.cisse@écoleblaisediagne.sn","F","14","École Blaise Diagne"
"655","Diallo","Dieynaba","Dieynaba Diallo","Français","dieynaba.diallo@écolemabadiakhouba.sn","F","56","École Maba Diakhou Ba"
"656","Wade","Alioune","Alioune Wade","Histoire-Géographie","alioune.wade@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"657","Diop","Moussa","Moussa Diop","Anglais","moussa.diop@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"658","Ba","Cheikh","Cheikh Ba","Éducation Physique","cheikh.ba@lycéemabadiakhouba.sn","M","37","Lycée Maba Diakhou Ba"
"659","Ndiaye","Astou","Astou Ndiaye","Anglais","astou.ndiaye@écoleblaisediagne.sn","F","78","École Blaise Diagne"
"660","Ba","Assane","Assane Ba","Sciences Physiques","assane.ba@écoleblaisediagne.sn","M","77","École Blaise Diagne"
"661","Thiam","Demba","Demba Thiam","Sciences Naturelles","demba.thiam@écolecheikhantadiop.sn","M","36","École Cheikh Anta Diop"
"662","Diop","Maimouna","Maimouna Diop","Français","maimouna.diop@institutalinesitoediatta.sn","F","55","Institut Aline Sitoe Diatta"
"663","Fall","Rama","Rama Fall","Éducation Physique","rama.fall@institutmabadiakhouba.sn","F","49","Institut Maba Diakhou Ba"
"664","Sarr","Maimouna","Maimouna Sarr","Éducation Physique","maimouna.sarr@lycéeelhadjiomartall.sn","F","58","Lycée El Hadji Omar Tall"
"665","Kane","Awa","Awa Kane","Mathématiques","awa.kane@collègecheikhantadiop.sn","F","45","Collège Cheikh Anta Diop"
"666","Tall","Babacar","Babacar Tall","Sciences Physiques","babacar.tall@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"667","Diop","Aminata","Aminata Diop","Sciences Physiques","aminata.diop@écoleelhadjiomartall.sn","F","8","École El Hadji Omar Tall"
"668","Tall","Samba","Samba Tall","Histoire-Géographie","samba.tall@lycéecheikhantadiop.sn","M","83","Lycée Cheikh Anta Diop"
"669","Kane","Ibrahima","Ibrahima Kane","Éducation Physique","ibrahima.kane@écoleelhadjiomartall.sn","M","75","École El Hadji Omar Tall"
"670","Cisse","Ibrahima","Ibrahima Cisse","Sciences Physiques","ibrahima.cisse@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"671","Ndiaye","Babacar","Babacar Ndiaye","Arabe","babacar.ndiaye@collègeelhadjiomartall.sn","M","46","Collège El Hadji Omar Tall"
"672","Diallo","Ndeye","Ndeye Diallo","Histoire-Géographie","ndeye.diallo@lycéelatdior.sn","F","82","Lycée Lat Dior"
"673","Gueye","Amadou","Amadou Gueye","Informatique","amadou.gueye@institutmariamaba.sn","M","99","Institut Mariama Ba"
"674","Diallo","Yacine","Yacine Diallo","Mathématiques","yacine.diallo@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"675","Diagne","Cheikh","Cheikh Diagne","Anglais","cheikh.diagne@lycéelatdior.sn","M","82","Lycée Lat Dior"
"676","Wade","Dieynaba","Dieynaba Wade","Histoire-Géographie","dieynaba.wade@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"677","Diagne","Babacar","Babacar Diagne","Mathématiques","babacar.diagne@écoleléopoldsédarsenghor.sn","M","17","École Léopold Sédar Senghor"
"678","Ndiaye","Moussa","Moussa Ndiaye","Arabe","moussa.ndiaye@institutalinesitoediatta.sn","M","47","Institut Aline Sitoe Diatta"
"679","Diouf","Khady","Khady Diouf","Éducation Physique","khady.diouf@collègecheikhantadiop.sn","F","45","Collège Cheikh Anta Diop"
"680","Ly","Yacine","Yacine Ly","Éducation Physique","yacine.ly@collègeblaisediagne.sn","F","5","Collège Blaise Diagne"
"681","Tall","Demba","Demba Tall","Anglais","demba.tall@écolemabadiakhouba.sn","M","62","École Maba Diakhou Ba"
"682","Ba","Demba","Demba Ba","Sciences Naturelles","demba.ba@écoleblaisediagne.sn","M","19","École Blaise Diagne"
"683","Mbaye","Mamadou","Mamadou Mbaye","Histoire-Géographie","mamadou.mbaye@écoleelhadjiomartall.sn","M","75","École El Hadji Omar Tall"
"684","Diouf","Coumba","Coumba Diouf","Mathématiques","coumba.diouf@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
"685","Fall","Rama","Rama Fall","Mathématiques","rama.fall@collègelatdior.sn","F","79","Collège Lat Dior"
"686","Cisse","Amadou","Amadou Cisse","Français","amadou.cisse@écoleelhadjiomartall.sn","M","75","École El Hadji Omar Tall"
"687","Gueye","Moussa","Moussa Gueye","Arts","moussa.gueye@collègemariamaba.sn","M","50","Collège Mariama Ba"
"688","Wade","Rama","Rama Wade","Arabe","rama.wade@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"689","Diallo","Ndeye","Ndeye Diallo","Sciences Physiques","ndeye.diallo@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"690","Faye","Dieynaba","Dieynaba Faye","Arts","dieynaba.faye@lycéelatdior.sn","F","42","Lycée Lat Dior"
"691","Diallo","Mariam","Mariam Diallo","Anglais","mariam.diallo@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"692","Ndiaye","Dieynaba","Dieynaba Ndiaye","Français","dieynaba.ndiaye@institutlatdior.sn","F","3","Institut Lat Dior"
"693","Kane","Rokhaya","Rokhaya Kane","Sciences Physiques","rokhaya.kane@lycéecheikhantadiop.sn","F","6","Lycée Cheikh Anta Diop"
"694","Diouf","Rama","Rama Diouf","Histoire-Géographie","rama.diouf@lycéecheikhantadiop.sn","F","6","Lycée Cheikh Anta Diop"
"695","Diallo","Amadou","Amadou Diallo","Sciences Physiques","amadou.diallo@institutblaisediagne.sn","M","93","Institut Blaise Diagne"
"696","Tall","Rokhaya","Rokhaya Tall","Arabe","rokhaya.tall@institutmabadiakhouba.sn","F","65","Institut Maba Diakhou Ba"
"697","Mbaye","Modou","Modou Mbaye","Arts","modou.mbaye@écolemabadiakhouba.sn","M","62","École Maba Diakhou Ba"
"698","Ly","Ndeye","Ndeye Ly","Mathématiques","ndeye.ly@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"699","Thiam","Demba","Demba Thiam","Informatique","demba.thiam@écolemariamaba.sn","M","40","École Mariama Ba"
"700","Gueye","Cheikh","Cheikh Gueye","Anglais","cheikh.gueye@collègecheikhantadiop.sn","M","1","Collège Cheikh Anta Diop"
"701","Thiam","Yacine","Yacine Thiam","Informatique","yacine.thiam@écoleelhadjiomartall.sn","F","8","École El Hadji Omar Tall"
"702","Ndour","Mamadou","Mamadou Ndour","Sciences Physiques","mamadou.ndour@écolecheikhantadiop.sn","M","53","École Cheikh Anta Diop"
"703","Sow","Babacar","Babacar Sow","Éducation Physique","babacar.sow@institutlatdior.sn","M","3","Institut Lat Dior"
"704","Seck","Demba","Demba Seck","Français","demba.seck@lycéemabadiakhouba.sn","M","37","Lycée Maba Diakhou Ba"
"705","Cisse","Yacine","Yacine Cisse","Sciences Physiques","yacine.cisse@écolemabadiakhouba.sn","F","56","École Maba Diakhou Ba"
"706","Kane","Astou","Astou Kane","Mathématiques","astou.kane@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"707","Diallo","Ousmane","Ousmane Diallo","Anglais","ousmane.diallo@écoleblaisediagne.sn","M","87","École Blaise Diagne"
"708","Mbaye","Dieynaba","Dieynaba Mbaye","Arts","dieynaba.mbaye@lycéecheikhantadiop.sn","F","83","Lycée Cheikh Anta Diop"
"709","Seck","Yacine","Yacine Seck","Sciences Physiques","yacine.seck@collègelatdior.sn","F","79","Collège Lat Dior"
"710","Faye","Rokhaya","Rokhaya Faye","Mathématiques","rokhaya.faye@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"711","Cisse","Ousmane","Ousmane Cisse","Sciences Physiques","ousmane.cisse@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"712","Wade","Alioune","Alioune Wade","Éducation Physique","alioune.wade@institutlatdior.sn","M","92","Institut Lat Dior"
"713","Ndour","Mariam","Mariam Ndour","Informatique","mariam.ndour@collègeléopoldsédarsenghor.sn","F","69","Collège Léopold Sédar Senghor"
"714","Diop","Mariam","Mariam Diop","Arabe","mariam.diop@lycéemariamaba.sn","F","100","Lycée Mariama Ba"
"715","Kane","Dieynaba","Dieynaba Kane","Arabe","dieynaba.kane@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"716","Mbaye","Awa","Awa Mbaye","Sciences Physiques","awa.mbaye@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"717","Seck","Yacine","Yacine Seck","Mathématiques","yacine.seck@écolemariamaba.sn","F","40","École Mariama Ba"
"718","Diouf","Maimouna","Maimouna Diouf","Sciences Naturelles","maimouna.diouf@collègeléopoldsédarsenghor.sn","F","34","Collège Léopold Sédar Senghor"
"719","Wade","Baba","Baba Wade","Informatique","baba.wade@institutmariamaba.sn","M","97","Institut Mariama Ba"
"720","Seck","Fatou","Fatou Seck","Histoire-Géographie","fatou.seck@écoleblaisediagne.sn","F","14","École Blaise Diagne"
"721","Ndiaye","Fatou","Fatou Ndiaye","Arabe","fatou.ndiaye@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"722","Wade","Moussa","Moussa Wade","Sciences Naturelles","moussa.wade@écoleléopoldsédarsenghor.sn","M","35","École Léopold Sédar Senghor"
"723","Faye","Ibrahima","Ibrahima Faye","Sciences Naturelles","ibrahima.faye@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"724","Ndiaye","Rokhaya","Rokhaya Ndiaye","Arabe","rokhaya.ndiaye@lycéeelhadjiomartall.sn","F","43","Lycée El Hadji Omar Tall"
"725","Thiam","Seynabou","Seynabou Thiam","Histoire-Géographie","seynabou.thiam@collègemabadiakhouba.sn","F","41","Collège Maba Diakhou Ba"
"726","Cisse","Maimouna","Maimouna Cisse","Histoire-Géographie","maimouna.cisse@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
